,Time
1872,8.705113
1873,8.714257
1874,8.714841
1875,8.715991
1876,8.720157
1877,8.725727
1878,8.734383
1879,8.753456
1880,8.753701
1881,8.754482
1882,8.758624
1883,8.761881
1884,8.764707
1885,8.765224
1886,8.767001
1887,8.768883
1888,8.769606
1889,8.786163
1890,8.799183
1891,8.80399
1892,8.804355
1893,8.807098
1894,8.80712
1895,8.814116
1896,8.815364
1897,8.817209
1898,8.829166
1899,8.829862
1900,8.833861
1901,8.846086
1902,8.853593
1903,8.853941
1904,8.854117
1905,8.858341
1906,8.859592
1907,8.863844
1908,8.865117
1909,8.874444
1910,8.876876
1911,8.876896
1912,8.886322
1913,8.887668
1914,8.893204
1915,8.898614
1916,8.90363
1917,8.913231
1918,8.915202
1919,8.919992
1920,8.924661
1921,8.930368
1922,8.938757
1923,8.94287
1924,8.946856
1925,8.948464
1926,8.952285
1927,8.954392
1928,8.959115
1929,8.965419
1930,8.966096
1931,8.985374
1932,8.987249
1933,8.989878
1934,8.999349
1935,9.000373
1936,9.002884
1937,9.004155
1938,9.004166
1939,9.015134
1940,9.019127
1941,9.020105
1942,9.025385
1943,9.034639
1944,9.035848
1945,9.037952
1946,9.042104
1947,9.046447
1948,9.048481
1949,9.052855
1950,9.054202
1951,9.06561
1952,9.066603
1953,9.074247
1954,9.074269
1955,9.080432
1956,9.081264
1957,9.082632
1958,9.087529
1959,9.088115
1960,9.104769
1961,9.111871
1962,9.111883
1963,9.113971
1964,9.115263
1965,9.118512
1966,9.131597
1967,9.134477
1968,9.135716
1969,9.138192
1970,9.142256
1971,9.152982
1972,9.154728
1973,9.15747
1974,9.158848
1975,9.161504
1976,9.165758
1977,9.171792
1978,9.181359
1979,9.187975
1980,9.203869
1981,9.208485
1982,9.208629
1983,9.208776
1984,9.214892
1985,9.220398
1986,9.220857
1987,9.23049
1988,9.232622
1989,9.235622
1990,9.237518
1991,9.238861
1992,9.239359
1993,9.242374
1994,9.250224
1995,9.259094
1996,9.260338
1997,9.26487
1998,9.272871
1999,9.280091
2000,9.281894
2001,9.286218
2002,9.288579
2003,9.300112
2004,9.309103
2005,9.315388
2006,9.316174
2007,9.322133
2008,9.328131
2009,9.331103
2010,9.334688
2011,9.342592
2012,9.352988
2013,9.357641
2014,9.361515
2015,9.36388
2016,9.365107
2017,9.371384
2018,9.375385
2019,9.382235
2020,9.38892
2021,9.399728
2022,9.401929
2023,9.402534
2024,9.406998
2025,9.409529
2026,9.4154
2027,9.419507
2028,9.421625
2029,9.422118
2030,9.435376
2031,9.43707
2032,9.440629
2033,9.442597
2034,9.443598
2035,9.450873
2036,9.453871
2037,9.459104
2038,9.46161
2039,9.465099
2040,9.470729
2041,9.471727
2042,9.47285
2043,9.477253
2044,9.480852
2045,9.487551
2046,9.506108
2047,9.51236
2048,9.512958
2049,9.513134
2050,9.515091
2051,9.521837
2052,9.522239
2053,9.530849
2054,9.531463
2055,9.539871
2056,9.540115
2057,9.542689
2058,9.546341
2059,9.550872
2060,9.553642
2061,9.558092
2062,9.562127
2063,9.562152
2064,9.565149
2065,9.566844
2066,9.57142
2067,9.60615
2068,9.608857
2069,9.611031
2070,9.615606
2071,9.616102
2072,9.619853
2073,9.622107
2074,9.622652
2075,9.623399
2076,9.626128
2077,9.630862
2078,9.635114
2079,9.636329
2080,9.637107
2081,9.643083
2082,9.647608
2083,9.650756
2084,9.652605
2085,9.662835
2086,9.665335
2087,9.668092
2088,9.668235
2089,9.671112
2090,9.684116
2091,9.685589
2092,9.686366
2093,9.688789
2094,9.702491
2095,9.703341
2096,9.704594
2097,9.710102
2098,9.712768
2099,9.715736
2100,9.719574
2101,9.723246
2102,9.726121
2103,9.731248
2104,9.735351
2105,9.735364
2106,9.741354
2107,9.742776
2108,9.749175
2109,9.753886
2110,9.76036
2111,9.762102
2112,9.765491
2113,9.769105
2114,9.776472
2115,9.781856
2116,9.788385
2117,9.797023
2118,9.800985
2119,9.805465
2120,9.814346
2121,9.817117
2122,9.825844
2123,9.828344
2124,9.828364
2125,9.829715
2126,9.837497
2127,9.843865
2128,9.857855
2129,9.865102
2130,9.868624
2131,9.871055
2132,9.875914
2133,9.8791
2134,9.885482
2135,9.888884
2136,9.896352
2137,9.898078
2138,9.90351
2139,9.913396
2140,9.921589
2141,9.926366
2142,9.936786
2143,9.938111
2144,9.938611
2145,9.939836
2146,9.942335
2147,9.948212
2148,9.958114
2149,9.962337
2150,9.967101
2151,9.968591
2152,9.973115
2153,9.988452
2154,9.988669
2155,9.998847
2156,10.000119
2157,10.003127
2158,10.003395
2159,10.013129
2160,10.021505
2161,10.023375
2162,10.025849
2163,10.02635
2164,10.029607
2165,10.030854
2166,10.031726
2167,10.033603
2168,10.042111
2169,10.050612
2170,10.050929
2171,10.055312
2172,10.058611
2173,10.061582
2174,10.066614
2175,10.070865
2176,10.07369
2177,10.083143
2178,10.085947
2179,10.087087
2180,10.095613
2181,10.112021
2182,10.113361
2183,10.1216
2184,10.122193
2185,10.12234
2186,10.124167
2187,10.124342
2188,10.12635
2189,10.131102
2190,10.133846
2191,10.140872
2192,10.1451
2193,10.145322
2194,10.148826
2195,10.154316
2196,10.15863
2197,10.16086
2198,10.165814
2199,10.171109
2200,10.1716
2201,10.173379
2202,10.189136
2203,10.200384
2204,10.207183
2205,10.209857
2206,10.210832
2207,10.211183
2208,10.212787
2209,10.215617
2210,10.222367
2211,10.224868
2212,10.231189
2213,10.234919
2214,10.237776
2215,10.242363
2216,10.245222
2217,10.250941
2218,10.255869
2219,10.256892
2220,10.258699
2221,10.258724
2222,10.263204
2223,10.265052
2224,10.27218
2225,10.301702
2226,10.305202
2227,10.307251
2228,10.310109
2229,10.316111
2230,10.317486
2231,10.317676
2232,10.321871
2233,10.322964
2234,10.326203
2235,10.347739
2236,10.348384
2237,10.351866
2238,10.35686
2239,10.357485
2240,10.357733
2241,10.365168
2242,10.367438
2243,10.371946
2244,10.374204
2245,10.37937
2246,10.386191
2247,10.388622
2248,10.400723
2249,10.401617
2250,10.406369
2251,10.406844
2252,10.409351
2253,10.410719
2254,10.42263
2255,10.436611
2256,10.445209
2257,10.445424
2258,10.445437
2259,10.445701
2260,10.446176
2261,10.447102
2262,10.45028
2263,10.455227
2264,10.456929
2265,10.45798
2266,10.462627
2267,10.472372
2268,10.490333
2269,10.498161
2270,10.504191
2271,10.504612
2272,10.506485
2273,10.510089
2274,10.510486
2275,10.513618
2276,10.522091
2277,10.522491
2278,10.537424
2279,10.548593
2280,10.550095
2281,10.558354
2282,10.569857
2283,10.572378
2284,10.572391
2285,10.579715
2286,10.588495
2287,10.593203
2288,10.593452
2289,10.598114
2290,10.599829
2291,10.603908
2292,10.604854
2293,10.608605
2294,10.609103
2295,10.622863
2296,10.626461
2297,10.62814
2298,10.629607
2299,10.632493
2300,10.641616
2301,10.649983
2302,10.655552
2303,10.661369
2304,10.661938
2305,10.669345
2306,10.673141
2307,10.680458
2308,10.682719
2309,10.693701
2310,10.69644
2311,10.699383
2312,10.701538
2313,10.722509
2314,10.72285
2315,10.728893
2316,10.73346
2317,10.735262
2318,10.738011
2319,10.744361
2320,10.745636
2321,10.746353
2322,10.751416
2323,10.751604
2324,10.753381
2325,10.773137
2326,10.776592
2327,10.78513
2328,10.785152
2329,10.789121
2330,10.796102
2331,10.808648
2332,10.810115
2333,10.813121
2334,10.815093
2335,10.816964
2336,10.827625
2337,10.830507
2338,10.836346
2339,10.837629
2340,10.841875
2341,10.853612
2342,10.855605
2343,10.85815
2344,10.862101
2345,10.862351
2346,10.862498
2347,10.866606
2348,10.873481
2349,10.873877
2350,10.876889
2351,10.897981
2352,10.902516
2353,10.904316
2354,10.911965
2355,10.91679
2356,10.922923
2357,10.923337
2358,10.934993
2359,10.938693
2360,10.955092
2361,10.956966
2362,10.962371
2363,10.963342
2364,10.964617
2365,10.966468
2366,10.968724
2367,10.973094
2368,10.977096
2369,10.982422
2370,10.989223
2371,11.000144
2372,11.007659
2373,11.012101
2374,11.014225
2375,11.026626
2376,11.028856
2377,11.035358
2378,11.039286
2379,11.050124
2380,11.056793
2381,11.057261
2382,11.062363
2383,11.068592
2384,11.070038
2385,11.070862
2386,11.070876
2387,11.077364
2388,11.079839
2389,11.099879
2390,11.100876
2391,11.105128
2392,11.105342
2393,11.106345
2394,11.112104
2395,11.11322
2396,11.123573
2397,11.136267
2398,11.141736
2399,11.1469
2400,11.147984
2401,11.149659
2402,11.150953
2403,11.157862
2404,11.162086
2405,11.168782
2406,11.169605
2407,11.173377
2408,11.177354
2409,11.190166
2410,11.202865
2411,11.205625
2412,11.207087
2413,11.209065
2414,11.212617
2415,11.214363
2416,11.219869
2417,11.226623
2418,11.239095
2419,11.244448
2420,11.250375
2421,11.259461
2422,11.260872
2423,11.262887
2424,11.266597
2425,11.270103
2426,11.270117
2427,11.271599
2428,11.274104
2429,11.277599
2430,11.280275
2431,11.306454
2432,11.306604
2433,11.312696
2434,11.317533
2435,11.323185
2436,11.323582
2437,11.336576
2438,11.346744
2439,11.350841
2440,11.351611
2441,11.352371
2442,11.356104
2443,11.356238
2444,11.357523
2445,11.36254
2446,11.363519
2447,11.366906
2448,11.371006
2449,11.373425
2450,11.376451
2451,11.377391
2452,11.384975
2453,11.389459
2454,11.39921
2455,11.403312
2456,11.40798
2457,11.41448
2458,11.418648
2459,11.424589
2460,11.430478
2461,11.43629
2462,11.438602
2463,11.449611
2464,11.452856
2465,11.459859
2466,11.463105
2467,11.469559
2468,11.473117
2469,11.47361
2470,11.473985
2471,11.477642
2472,11.47886
2473,11.480875
2474,11.497664
2475,11.501771
2476,11.505389
2477,11.507089
2478,11.518898
2479,11.5224
2480,11.532099
2481,11.534844
2482,11.538372
2483,11.539172
2484,11.547601
2485,11.556175
2486,11.558873
2487,11.559949
2488,11.570686
2489,11.571675
2490,11.575155
2491,11.577476
2492,11.585104
2493,11.595809
2494,11.599384
2495,11.605739
2496,11.606081
2497,11.608212
2498,11.609958
2499,11.622338
2500,11.630966
2501,11.634095
2502,11.638667
2503,11.642022
2504,11.657715
2505,11.660922
2506,11.661968
2507,11.663666
2508,11.673575
2509,11.684697
2510,11.689604
2511,11.693102
2512,11.702725
2513,11.705376
2514,11.705576
2515,11.706652
2516,11.714954
2517,11.715424
2518,11.721858
2519,11.725302
2520,11.73336
2521,11.736387
2522,11.738958
2523,11.738982
2524,11.742361
2525,11.745481
2526,11.757109
2527,11.766435
2528,11.767611
2529,11.769617
2530,11.776471
2531,11.780496
2532,11.79023
2533,11.794205
2534,11.806859
2535,11.807473
2536,11.816504
2537,11.816853
2538,11.821601
2539,11.822822
2540,11.825542
2541,11.829779
2542,11.830848
2543,11.840855
2544,11.843955
2545,11.847425
2546,11.859476
2547,11.866004
2548,11.869012
2549,11.872234
2550,11.873782
2551,11.877233
2552,11.889209
2553,11.890959
2554,11.891458
2555,11.900345
2556,11.915104
2557,11.916364
2558,11.927773
2559,11.935
2560,11.94035
2561,11.941841
2562,11.942167
2563,11.943119
2564,11.9523
2565,11.957046
2566,11.961447
2567,11.965955
2568,11.968802
2569,11.980862
2570,11.989964
2571,11.991452
2572,11.991675
2573,11.994652
2574,12.001204
2575,12.005456
2576,12.005468
2577,12.011636
2578,12.016434
2579,12.024361
2580,12.036399
2581,12.04355
2582,12.047611
2583,12.051212
2584,12.056631
2585,12.06664
2586,12.070528
2587,12.07288
2588,12.077617
2589,12.093626
2590,12.097871
2591,12.100848
2592,12.103251
2593,12.11163
2594,12.113348
2595,12.11658
2596,12.123226
2597,12.125108
2598,12.125347
2599,12.139261
2600,12.143393
2601,12.147353
2602,12.150888
2603,12.166368
2604,12.172293
2605,12.181368
2606,12.190872
2607,12.193128
2608,12.195252
2609,12.197872
2610,12.202755
2611,12.203739
2612,12.205905
2613,12.21694
2614,12.222627
2615,12.22598
2616,12.23535
2617,12.237343
2618,12.239122
2619,12.241352
2620,12.247847
2621,12.25745
2622,12.266583
2623,12.267974
2624,12.27036
2625,12.2705
2626,12.272749
2627,12.28997
2628,12.29512
2629,12.297538
2630,12.297955
2631,12.301021
2632,12.303865
2633,12.306121
2634,12.306261
2635,12.310049
2636,12.310958
2637,12.330621
2638,12.335618
2639,12.336688
2640,12.347189
2641,12.347706
2642,12.350146
2643,12.356699
2644,12.357844
2645,12.362243
2646,12.36239
2647,12.362403
2648,12.370852
2649,12.374023
2650,12.381668
2651,12.390233
2652,12.395455
2653,12.396858
2654,12.3982
2655,12.399958
2656,12.405118
2657,12.40671
2658,12.407426
2659,12.409227
2660,12.413454
2661,12.423162
2662,12.436768
2663,12.447724
2664,12.450435
2665,12.459268
2666,12.465219
2667,12.465938
2668,12.467372
2669,12.471723
2670,12.472189
2671,12.473972
2672,12.475264
2673,12.475864
2674,12.479189
2675,12.480365
2676,12.480792
2677,12.482191
2678,12.48634
2679,12.488951
2680,12.490043
2681,12.490489
2682,12.495016
2683,12.495293
2684,12.497968
2685,12.500743
2686,12.508102
2687,12.514245
2688,12.524207
2689,12.537201
2690,12.545707
2691,12.548081
2692,12.55051
2693,12.551451
2694,12.554082
2695,12.556219
2696,12.560367
2697,12.563468
2698,12.564463
2699,12.564477
2700,12.565455
2701,12.568605
2702,12.571728
2703,12.57448
2704,12.575757
2705,12.577208
2706,12.582714
2707,12.591249
2708,12.598119
2709,12.59911
2710,12.600719
2711,12.603698
2712,12.60507
2713,12.607987
2714,12.608436
2715,12.609235
2716,12.610846
2717,12.612496
2718,12.613095
2719,12.614521
2720,12.622879
2721,12.647864
2722,12.649353
2723,12.651094
2724,12.656359
2725,12.657855
2726,12.658254
2727,12.658443
2728,12.66474
2729,12.664763
2730,12.666456
2731,12.67855
2732,12.692701
2733,12.697927
2734,12.701655
2735,12.702131
2736,12.703165
2737,12.70993
2738,12.714636
2739,12.723736
2740,12.725241
2741,12.735937
2742,12.740348
2743,12.742625
2744,12.745395
2745,12.751097
2746,12.753002
2747,12.755877
2748,12.759468
2749,12.764403
2750,12.766204
2751,12.767226
2752,12.772606
2753,12.775365
2754,12.790636
2755,12.799253
2756,12.802865
2757,12.804104
2758,12.811513
2759,12.814365
2760,12.81736
2761,12.830966
2762,12.832713
2763,12.833729
2764,12.840717
2765,12.845714
2766,12.848203
2767,12.852998
2768,12.853484
2769,12.854385
2770,12.857114
2771,12.864757
2772,12.865708
2773,12.867367
2774,12.870717
2775,12.875117
2776,12.88697
2777,12.895467
2778,12.896273
2779,12.897997
2780,12.898213
2781,12.903234
2782,12.907229
2783,12.910481
2784,12.916978
2785,12.922852
2786,12.924553
2787,12.929004
2788,12.929504
2789,12.936008
2790,12.948355
2791,12.948503
2792,12.950707
2793,12.962136
2794,12.967534
2795,12.96795
2796,12.973736
2797,12.98614
2798,12.987864
2799,12.989768
2800,12.990881
2801,12.998516
2802,12.99884
2803,13.005382
2804,13.017644
2805,13.025087
2806,13.029471
2807,13.030368
2808,13.033355
2809,13.034599
2810,13.035373
2811,13.037947
2812,13.048922
2813,13.049068
2814,13.051381
2815,13.058967
2816,13.060857
2817,13.065485
2818,13.070034
2819,13.076947
2820,13.085448
2821,13.090858
2822,13.098109
2823,13.098623
2824,13.100609
2825,13.102907
2826,13.109209
2827,13.113103
2828,13.124353
2829,13.129755
2830,13.132179
2831,13.132357
2832,13.13622
2833,13.136482
2834,13.139749
2835,13.149547
2836,13.150992
2837,13.151341
2838,13.15354
2839,13.155014
2840,13.157848
2841,13.167533
2842,13.178219
2843,13.181595
2844,13.199759
2845,13.200952
2846,13.201845
2847,13.203519
2848,13.207078
2849,13.209378
2850,13.212283
2851,13.223726
2852,13.227633
2853,13.2306
2854,13.230748
2855,13.232348
2856,13.234296
2857,13.237624
2858,13.237659
2859,13.245665
2860,13.249515
2861,13.250861
2862,13.253364
2863,13.259078
2864,13.263341
2865,13.267465
2866,13.267481
2867,13.28177
2868,13.284517
2869,13.285233
2870,13.286342
2871,13.298867
2872,13.302594
2873,13.305163
2874,13.307344
2875,13.308087
2876,13.313487
2877,13.317361
2878,13.325601
2879,13.325617
2880,13.329373
2881,13.330841
2882,13.341375
2883,13.347367
2884,13.349593
2885,13.350745
2886,13.354619
2887,13.362877
2888,13.369374
2889,13.369773
2890,13.371855
2891,13.373625
2892,13.381362
2893,13.390358
2894,13.390602
2895,13.392361
2896,13.399634
2897,13.408917
2898,13.411111
2899,13.419332
2900,13.429145
2901,13.431635
2902,13.437518
2903,13.439009
2904,13.439861
2905,13.449361
2906,13.45912
2907,13.466839
2908,13.472742
2909,13.473513
2910,13.473867
2911,13.481874
2912,13.482845
2913,13.483618
2914,13.491392
2915,13.498845
2916,13.504102
2917,13.507223
2918,13.518175
2919,13.520355
2920,13.522357
2921,13.524859
2922,13.529327
2923,13.531858
2924,13.539957
2925,13.540601
2926,13.549085
2927,13.550604
2928,13.555732
2929,13.555744
2930,13.557605
2931,13.571842
2932,13.573762
2933,13.582035
2934,13.591587
2935,13.599136
2936,13.59915
2937,13.601767
2938,13.60178
2939,13.604095
2940,13.606843
2941,13.609117
2942,13.622599
2943,13.629421
2944,13.634844
2945,13.647881
2946,13.649097
2947,13.657025
2948,13.658856
2949,13.670479
2950,13.672402
2951,13.673977
2952,13.680612
2953,13.685355
2954,13.698333
2955,13.699131
2956,13.70569
2957,13.706492
2958,13.710773
2959,13.72461
2960,13.72512
2961,13.727615
2962,13.729586
2963,13.731088
2964,13.734868
2965,13.739121
2966,13.740386
2967,13.740841
2968,13.741089
2969,13.743369
2970,13.749621
2971,13.749842
2972,13.753102
2973,13.755876
2974,13.758351
2975,13.762351
2976,13.769927
2977,13.774026
2978,13.780381
2979,13.785398
2980,13.788972
2981,13.790348
2982,13.791849
2983,13.798197
2984,13.799419
2985,13.799669
2986,13.803582
2987,13.804599
2988,13.813188
2989,13.824988
2990,13.825355
2991,13.834983
2992,13.841387
2993,13.844119
2994,13.848585
2995,13.848884
2996,13.849232
2997,13.84938
2998,13.850357
2999,13.852214
3000,13.866863
3001,13.873621
3002,13.881539
3003,13.884338
3004,13.885089
3005,13.889098
3006,13.890017
3007,13.891343
3008,13.897693
3009,13.899191
3010,13.9022
3011,13.907127
3012,13.917845
3013,13.931356
3014,13.938885
3015,13.942868
3016,13.948603
3017,13.949224
3018,13.951601
3019,13.955308
3020,13.958578
3021,13.96837
3022,13.96863
3023,13.981709
3024,13.982759
3025,13.98464
3026,13.988623
3027,13.989583
3028,13.99284
3029,13.999512
3030,14.001726
3031,14.006972
3032,14.007437
3033,14.018439
3034,14.031255
3035,14.033848
3036,14.039501
3037,14.044382
3038,14.049146
3039,14.05135
3040,14.057404
3041,14.057872
3042,14.059852
3043,14.07986
3044,14.08289
3045,14.086259
3046,14.086406
3047,14.088861
3048,14.09161
3049,14.099634
3050,14.101866
3051,14.108097
3052,14.109865
3053,14.115357
3054,14.121396
3055,14.126615
3056,14.131358
3057,14.140593
3058,14.141984
3059,14.149138
3060,14.151844
3061,14.160967
3062,14.163353
3063,14.165864
3064,14.167114
3065,14.174657
3066,14.186106
3067,14.186121
3068,14.192103
3069,14.193096
3070,14.199096
3071,14.199355
3072,14.203107
3073,14.203132
3074,14.212183
3075,14.216339
3076,14.221361
3077,14.222858
3078,14.223962
3079,14.243114
3080,14.247591
3081,14.249991
3082,14.252381
3083,14.261851
3084,14.263867
3085,14.265596
3086,14.277642
3087,14.277918
3088,14.27886
3089,14.278872
3090,14.28978
3091,14.293966
3092,14.299353
3093,14.302629
3094,14.302864
3095,14.311008
3096,14.313871
3097,14.315591
3098,14.326259
3099,14.328382
3100,14.328524
3101,14.334628
3102,14.349255
3103,14.360664
3104,14.363513
3105,14.364076
3106,14.368115
3107,14.3736
3108,14.375103
3109,14.375865
3110,14.38011
3111,14.380755
3112,14.387861
3113,14.393221
3114,14.394365
3115,14.396886
3116,14.399236
3117,14.412896
3118,14.414142
3119,14.416222
3120,14.423375
3121,14.431471
3122,14.43812
3123,14.438588
3124,14.44184
3125,14.443492
3126,14.448845
3127,14.449614
3128,14.450589
3129,14.459099
3130,14.466943
3131,14.470599
3132,14.474859
3133,14.476195
3134,14.478695
3135,14.488861
3136,14.490855
3137,14.493078
3138,14.4995
3139,14.500476
3140,14.50278
3141,14.516977
3142,14.520004
3143,14.536118
3144,14.545422
3145,14.547395
3146,14.549445
3147,14.550066
3148,14.552896
3149,14.558838
3150,14.559236
3151,14.560909
3152,14.564616
3153,14.566161
3154,14.576243
3155,14.584374
3156,14.58913
3157,14.590375
3158,14.591725
3159,14.599897
3160,14.60327
3161,14.610595
3162,14.617646
3163,14.620104
3164,14.621672
3165,14.623129
3166,14.625102
3167,14.625348
3168,14.631357
3169,14.631783
3170,14.6386
3171,14.644983
3172,14.64964
3173,14.650125
3174,14.651576
3175,14.656052
3176,14.675998
3177,14.677707
3178,14.682741
3179,14.686234
3180,14.690901
3181,14.692119
3182,14.692359
3183,14.694868
3184,14.696887
3185,14.699589
3186,14.71326
3187,14.717764
3188,14.723446
3189,14.727423
3190,14.733385
3191,14.736319
3192,14.744533
3193,14.747057
3194,14.747253
3195,14.749202
3196,14.750252
3197,14.759199
3198,14.759731
3199,14.760805
3200,14.765487
3201,14.771155
3202,14.783376
3203,14.786005
3204,14.791719
3205,14.792862
3206,14.799995
3207,14.802869
3208,14.810616
3209,14.811989
3210,14.81969
3211,14.821158
3212,14.825917
3213,14.827743
3214,14.834092
3215,14.846628
3216,14.847388
3217,14.85062
3218,14.850634
3219,14.856371
3220,14.856741
3221,14.869799
3222,14.87085
3223,14.87114
3224,14.877034
3225,14.877944
3226,14.878217
3227,14.883102
3228,14.89188
3229,14.893255
3230,14.900609
3231,14.900871
3232,14.920608
3233,14.92085
3234,14.92236
3235,14.926078
3236,14.93069
3237,14.931804
3238,14.933102
3239,14.943271
3240,14.950487
3241,14.956113
3242,14.957607
3243,14.959747
3244,14.960831
3245,14.970234
3246,14.971471
3247,14.971487
3248,14.979744
3249,14.982755
3250,14.989135
3251,14.99223
3252,14.995971
3253,15.00038
3254,15.004745
3255,15.004759
3256,15.005591
3257,15.00719
3258,15.007497
3259,15.007964
3260,15.009751
3261,15.015907
3262,15.016339
3263,15.018641
3264,15.019876
3265,15.022404
3266,15.023475
3267,15.024651
3268,15.026229
3269,15.032855
3270,15.047267
3271,15.050713
3272,15.050856
3273,15.053382
3274,15.055598
3275,15.059612
3276,15.06085
3277,15.061735
3278,15.065985
3279,15.074137
3280,15.082863
3281,15.092965
3282,15.094364
3283,15.095614
3284,15.098987
3285,15.100238
3286,15.100607
3287,15.101008
3288,15.103496
3289,15.10521
3290,15.11025
3291,15.116867
3292,15.118861
3293,15.120369
3294,15.126396
3295,15.130419
3296,15.140004
3297,15.140596
3298,15.147867
3299,15.150797
3300,15.150822
3301,15.153893
3302,15.159417
3303,15.159593
3304,15.160844
3305,15.166374
3306,15.170851
3307,15.190387
3308,15.197322
3309,15.197339
3310,15.19905
3311,15.201214
3312,15.203216
3313,15.208891
3314,15.216786
3315,15.217028
3316,15.221385
3317,15.226415
3318,15.236993
3319,15.24329
3320,15.245833
3321,15.248092
3322,15.250848
3323,15.252748
3324,15.259551
3325,15.264676
3326,15.269628
3327,15.274371
3328,15.281598
3329,15.286692
3330,15.293284
3331,15.294278
3332,15.300319
3333,15.301094
3334,15.308646
3335,15.313854
3336,15.317145
3337,15.327106
3338,15.328797
3339,15.337233
3340,15.347866
3341,15.350742
3342,15.350883
3343,15.352617
3344,15.359569
3345,15.367837
3346,15.36918
3347,15.372358
3348,15.375396
3349,15.379739
3350,15.381392
3351,15.39702
3352,15.401278
3353,15.401303
3354,15.40747
3355,15.408113
3356,15.408869
3357,15.420039
3358,15.423223
3359,15.426115
3360,15.42614
3361,15.441519
3362,15.44622
3363,15.44872
3364,15.450626
3365,15.451118
3366,15.459275
3367,15.459592
3368,15.459606
3369,15.470357
3370,15.473248
3371,15.481101
3372,15.491223
3373,15.493394
3374,15.499338
3375,15.501157
3376,15.501687
3377,15.502861
3378,15.504461
3379,15.50636
3380,15.525758
3381,15.526108
3382,15.54034
3383,15.540886
3384,15.550585
3385,15.551264
3386,15.551278
3387,15.552337
3388,15.553714
3389,15.559593
3390,15.562342
3391,15.581727
3392,15.587093
3393,15.591395
3394,15.600348
3395,15.601346
3396,15.602922
3397,15.604098
3398,15.621334
3399,15.627352
3400,15.629608
3401,15.631734
3402,15.633351
3403,15.637851
3404,15.641135
3405,15.647211
3406,15.650362
3407,15.65108
3408,15.659787
3409,15.666315
3410,15.673335
3411,15.681612
3412,15.686387
3413,15.688196
3414,15.691214
3415,15.693845
3416,15.698616
3417,15.701589
3418,15.70307
3419,15.708146
3420,15.712605
3421,15.721099
3422,15.726672
3423,15.728746
3424,15.734125
3425,15.742372
3426,15.750527
3427,15.750669
3428,15.751854
3429,15.758825
3430,15.762851
3431,15.771103
3432,15.781389
3433,15.78141
3434,15.782328
3435,15.790913
3436,15.793362
3437,15.799835
3438,15.802039
3439,15.802837
3440,15.806859
3441,15.809637
3442,15.817611
3443,15.820139
3444,15.820787
3445,15.827343
3446,15.833637
3447,15.841245
3448,15.841387
3449,15.851625
3450,15.851843
3451,15.860099
3452,15.864843
3453,15.872353
3454,15.875858
3455,15.878594
3456,15.882872
3457,15.891609
3458,15.89363
3459,15.894258
3460,15.900865
3461,15.901386
3462,15.904514
3463,15.914137
3464,15.914158
3465,15.916117
3466,15.940708
3467,15.947837
3468,15.951141
3469,15.951165
3470,15.954236
3471,15.957613
3472,15.960268
3473,15.96041
3474,15.965201
3475,15.96636
3476,15.973132
3477,15.980379
3478,15.99453
3479,15.998127
3480,16.001348
3481,16.001592
3482,16.002367
3483,16.00412
3484,16.007225
3485,16.013219
3486,16.016669
3487,16.026358
3488,16.033057
3489,16.04099
3490,16.051601
3491,16.051977
3492,16.053829
3493,16.059364
3494,16.060675
3495,16.061363
3496,16.063608
3497,16.081866
3498,16.085267
3499,16.093403
3500,16.093426
3501,16.100146
3502,16.10062
3503,16.101593
3504,16.105426
3505,16.107852
3506,16.108387
3507,16.108611
3508,16.121354
3509,16.124592
3510,16.127879
3511,16.130631
3512,16.134726
3513,16.135602
3514,16.13659
3515,16.141598
3516,16.151944
3517,16.158648
3518,16.159948
3519,16.160095
3520,16.169096
3521,16.170725
3522,16.182577
3523,16.186101
3524,16.197405
3525,16.198284
3526,16.200467
3527,16.201388
3528,16.205612
3529,16.207815
3530,16.209389
3531,16.218366
3532,16.218505
3533,16.221697
3534,16.234936
3535,16.242778
3536,16.246295
3537,16.251948
3538,16.251966
3539,16.252218
3540,16.259822
3541,16.261425
3542,16.270751
3543,16.2746
3544,16.282895
3545,16.284627
3546,16.293653
3547,16.299452
3548,16.300475
3549,16.301421
3550,16.307906
3551,16.308256
3552,16.32145
3553,16.32761
3554,16.341862
3555,16.350086
3556,16.35093
3557,16.351689
3558,16.358417
3559,16.360365
3560,16.365719
3561,16.370716
3562,16.373666
3563,16.376234
3564,16.393354
3565,16.394899
3566,16.400645
3567,16.401139
3568,16.401371
3569,16.408376
3570,16.420689
3571,16.422153
3572,16.422493
3573,16.440886
3574,16.441504
3575,16.444712
3576,16.451605
3577,16.451857
3578,16.461447
3579,16.466109
3580,16.472854
3581,16.492183
3582,16.493108
3583,16.494611
3584,16.495491
3585,16.500649
3586,16.501633
3587,16.501936
3588,16.50817
3589,16.514144
3590,16.520594
3591,16.541529
3592,16.55163
3593,16.552516
3594,16.560624
3595,16.562104
3596,16.562626
3597,16.565903
3598,16.574628
3599,16.584829
3600,16.58773
3601,16.591829
3602,16.602081
3603,16.602751
3604,16.603149
3605,16.607507
3606,16.625095
3607,16.625853
3608,16.628605
3609,16.635266
3610,16.639112
3611,16.64112
3612,16.649236
3613,16.65236
3614,16.652377
3615,16.673823
3616,16.674938
3617,16.675315
3618,16.685287
3619,16.689718
3620,16.693876
