,Time
3621,16.702123
3622,16.708426
3623,16.714228
3624,16.71713
3625,16.724609
3626,16.727632
3627,16.734901
3628,16.735124
3629,16.739356
3630,16.741102
3631,16.749102
3632,16.749599
3633,16.75198
3634,16.752327
3635,16.75234
3636,16.759643
3637,16.763918
3638,16.774966
3639,16.786116
3640,16.790603
3641,16.795893
3642,16.803692
3643,16.805879
3644,16.80591
3645,16.807996
3646,16.821964
3647,16.823416
3648,16.824624
3649,16.825039
3650,16.827158
3651,16.827182
3652,16.841036
3653,16.849271
3654,16.852608
3655,16.86113
3656,16.865609
3657,16.868705
3658,16.871014
3659,16.872603
3660,16.873358
3661,16.875264
3662,16.882017
3663,16.893296
3664,16.901619
3665,16.90176
3666,16.902754
3667,16.906368
3668,16.908164
3669,16.918685
3670,16.923542
3671,16.927875
3672,16.928384
3673,16.933342
3674,16.933634
3675,16.936449
3676,16.94247
3677,16.952626
3678,16.957998
3679,16.960665
3680,16.962652
3681,16.968842
3682,16.972944
3683,16.973842
3684,16.977943
3685,16.983287
3686,16.987168
3687,16.990353
3688,16.99145
3689,17.000885
3690,17.00273
3691,17.005137
3692,17.006422
3693,17.00928
3694,17.018435
3695,17.019958
3696,17.021959
3697,17.021973
3698,17.023326
3699,17.028888
3700,17.040562
3701,17.040711
3702,17.050114
3703,17.053268
3704,17.057659
3705,17.059407
3706,17.062888
3707,17.06886
3708,17.090003
3709,17.095848
3710,17.103056
3711,17.10359
3712,17.105974
3713,17.106926
3714,17.108586
3715,17.10935
3716,17.112608
3717,17.1196
3718,17.153114
3719,17.159099
3720,17.160109
3721,17.160376
3722,17.162693
3723,17.169085
3724,17.174168
3725,17.176146
3726,17.178868
3727,17.181413
3728,17.190288
3729,17.19241
3730,17.199508
3731,17.201341
3732,17.203083
3733,17.205082
3734,17.207913
3735,17.210159
3736,17.213211
3737,17.213359
3738,17.219112
3739,17.226128
3740,17.226946
3741,17.228241
3742,17.229187
3743,17.2359
3744,17.237472
3745,17.239606
3746,17.244339
3747,17.251875
3748,17.25334
3749,17.263101
3750,17.263118
3751,17.26548
3752,17.269996
3753,17.27611
3754,17.283729
3755,17.284207
3756,17.290298
3757,17.293498
3758,17.293966
3759,17.30285
3760,17.305103
3761,17.312954
3762,17.314723
3763,17.325988
3764,17.329189
3765,17.331294
3766,17.335366
3767,17.336291
3768,17.338918
3769,17.351293
3770,17.35181
3771,17.353359
3772,17.35492
3773,17.374353
3774,17.375688
3775,17.376648
3776,17.38323
3777,17.38509
3778,17.395503
3779,17.401801
3780,17.402919
3781,17.405627
3782,17.410302
3783,17.415365
3784,17.427508
3785,17.43474
3786,17.440458
3787,17.445078
3788,17.44751
3789,17.453577
3790,17.459464
3791,17.46208
3792,17.465614
3793,17.477732
3794,17.483385
3795,17.485936
3796,17.488111
3797,17.48931
3798,17.49419
3799,17.502919
3800,17.50872
3801,17.508962
3802,17.511997
3803,17.512018
3804,17.529348
3805,17.535892
3806,17.539343
3807,17.547751
3808,17.553099
3809,17.55936
3810,17.559869
3811,17.561622
3812,17.562215
3813,17.577852
3814,17.583584
3815,17.585852
3816,17.589829
3817,17.593736
3818,17.594975
3819,17.596253
3820,17.60221
3821,17.602653
3822,17.603355
3823,17.607361
3824,17.608251
3825,17.608399
3826,17.608413
3827,17.60908
3828,17.612462
3829,17.627442
3830,17.636015
3831,17.636159
3832,17.638362
3833,17.639263
3834,17.641219
3835,17.644964
3836,17.653469
3837,17.661216
3838,17.664106
3839,17.665816
3840,17.681353
3841,17.683426
3842,17.685195
3843,17.690504
3844,17.690973
3845,17.694393
3846,17.69758
3847,17.702929
3848,17.70465
3849,17.705594
3850,17.707983
3851,17.708598
3852,17.710646
3853,17.710975
3854,17.713979
3855,17.718584
3856,17.72153
3857,17.7221
3858,17.730538
3859,17.730554
3860,17.730686
3861,17.735861
3862,17.736362
3863,17.745857
3864,17.753364
3865,17.760043
3866,17.761584
3867,17.767207
3868,17.768384
3869,17.768759
3870,17.775091
3871,17.776612
3872,17.782844
3873,17.786618
3874,17.791372
3875,17.797371
3876,17.800622
3877,17.801641
3878,17.802823
3879,17.810227
3880,17.812693
3881,17.818092
3882,17.820967
3883,17.822975
3884,17.828221
3885,17.842099
3886,17.843598
3887,17.843747
3888,17.853097
3889,17.8572
3890,17.860324
3891,17.86085
3892,17.863828
3893,17.867028
3894,17.868678
3895,17.86897
3896,17.869251
3897,17.871352
3898,17.877004
3899,17.878331
3900,17.878731
3901,17.880532
3902,17.898468
3903,17.909526
3904,17.910569
3905,17.918188
3906,17.920044
3907,17.922876
3908,17.932727
3909,17.936008
3910,17.936033
3911,17.936679
3912,17.94523
3913,17.949194
3914,17.951347
3915,17.956224
3916,17.960652
3917,17.963711
3918,17.965418
3919,17.969595
3920,17.970872
3921,17.976354
3922,17.982473
3923,17.984448
3924,17.985448
3925,17.999366
3926,18.0026
3927,18.003558
3928,18.006492
3929,18.009993
3930,18.011262
3931,18.016207
3932,18.019738
3933,18.021084
3934,18.028232
3935,18.030488
3936,18.04159
3937,18.047408
3938,18.05092
3939,18.051111
3940,18.053092
3941,18.054435
3942,18.057381
3943,18.06987
3944,18.07698
3945,18.079354
3946,18.089605
3947,18.094906
3948,18.095994
3949,18.096877
3950,18.101976
3951,18.105452
3952,18.107879
3953,18.11353
3954,18.120011
3955,18.120471
3956,18.120972
3957,18.128204
3958,18.13373
3959,18.140095
3960,18.150762
3961,18.151011
3962,18.153373
3963,18.161864
3964,18.162714
3965,18.170586
3966,18.173607
3967,18.176976
3968,18.177258
3969,18.183391
3970,18.187359
3971,18.191367
3972,18.196186
3973,18.198612
3974,18.20297
3975,18.207288
3976,18.210404
3977,18.212139
3978,18.213118
3979,18.220273
3980,18.224599
3981,18.224623
3982,18.226598
3983,18.226966
3984,18.233874
3985,18.237351
3986,18.238876
3987,18.241843
3988,18.246727
3989,18.250706
3990,18.254236
3991,18.260084
3992,18.262613
3993,18.270488
3994,18.273849
3995,18.277113
3996,18.278676
3997,18.279225
3998,18.279709
3999,18.285355
4000,18.28696
4001,18.306609
4002,18.309588
4003,18.320372
4004,18.320957
4005,18.327091
4006,18.330449
4007,18.332444
4008,18.334294
4009,18.338545
4010,18.340653
4011,18.34187
4012,18.34512
4013,18.347251
4014,18.352626
4015,18.356378
4016,18.362846
4017,18.368873
4018,18.376094
4019,18.379342
4020,18.386884
4021,18.388601
4022,18.395781
4023,18.396354
4024,18.402737
4025,18.404158
4026,18.406854
4027,18.407098
4028,18.407857
4029,18.408105
4030,18.410111
4031,18.4109
4032,18.411883
4033,18.413284
4034,18.413432
4035,18.4176
4036,18.417885
4037,18.418852
4038,18.430312
4039,18.434385
4040,18.44229
4041,18.446912
4042,18.448781
4043,18.451102
4044,18.453094
4045,18.45469
4046,18.455207
4047,18.456982
4048,18.460623
4049,18.465482
4050,18.469341
4051,18.470611
4052,18.47837
4053,18.479087
4054,18.479924
4055,18.489928
4056,18.497961
4057,18.503371
4058,18.508598
4059,18.509093
4060,18.509841
4061,18.509854
4062,18.511591
4063,18.514092
4064,18.51809
4065,18.518894
4066,18.520427
4067,18.524375
4068,18.529357
4069,18.534359
4070,18.537345
4071,18.542322
4072,18.548375
4073,18.551298
4074,18.556133
4075,18.560415
4076,18.563874
4077,18.575113
4078,18.575377
4079,18.58202
4080,18.587115
4081,18.587863
4082,18.594108
4083,18.598966
4084,18.610735
4085,18.612335
4086,18.619118
4087,18.623712
4088,18.630719
4089,18.634121
4090,18.634142
4091,18.637873
4092,18.64484
4093,18.647097
4094,18.653622
4095,18.658617
4096,18.66997
4097,18.676858
4098,18.679454
4099,18.688282
4100,18.694737
4101,18.695748
4102,18.697209
4103,18.71491
4104,18.717888
4105,18.721109
4106,18.727869
4107,18.737014
4108,18.741883
4109,18.744096
4110,18.745919
4111,18.756267
4112,18.763386
4113,18.766008
4114,18.766019
4115,18.766027
4116,18.766154
4117,18.771867
4118,18.786873
4119,18.78784
4120,18.791591
4121,18.79418
4122,18.803106
4123,18.812634
4124,18.814485
4125,18.819509
4126,18.819531
4127,18.820479
4128,18.831364
4129,18.840365
4130,18.841949
4131,18.844605
4132,18.847349
4133,18.854409
4134,18.855603
4135,18.87033
4136,18.875877
4137,18.881076
4138,18.887916
4139,18.890589
4140,18.894118
4141,18.896615
4142,18.9085
4143,18.921119
4144,18.922091
4145,18.923148
4146,18.929879
4147,18.940876
4148,18.942627
4149,18.944855
4150,18.958697
4151,18.96426
4152,18.971358
4153,18.973621
4154,18.984383
4155,18.987125
4156,18.994641
4157,18.996592
4158,18.997357
4159,19.008345
4160,19.009889
4161,19.020587
4162,19.024396
4163,19.04442
4164,19.054722
4165,19.05712
4166,19.062117
4167,19.06335
4168,19.064116
4169,19.066586
4170,19.067841
4171,19.070756
4172,19.075469
4173,19.092361
4174,19.09463
4175,19.108224
4176,19.111116
4177,19.11763
4178,19.122017
4179,19.123627
4180,19.130893
4181,19.142081
4182,19.145246
4183,19.160944
4184,19.163585
4185,19.165467
4186,19.168375
4187,19.170868
4188,19.179875
4189,19.187696
4190,19.191143
4191,19.194713
4192,19.209999
4193,19.210945
4194,19.220359
4195,19.223674
4196,19.229625
4197,19.231852
4198,19.241978
4199,19.246105
4200,19.254853
4201,19.259577
4202,19.260445
4203,19.260655
4204,19.260933
4205,19.262984
4206,19.265081
4207,19.268608
4208,19.271235
4209,19.274632
4210,19.276903
4211,19.298612
4212,19.304638
4213,19.309088
4214,19.310618
4215,19.321191
4216,19.326151
4217,19.329376
4218,19.342377
4219,19.344971
4220,19.352114
4221,19.354596
4222,19.360847
4223,19.361625
4224,19.361777
4225,19.365009
4226,19.3676
4227,19.375601
4228,19.388107
4229,19.394628
4230,19.39659
4231,19.404882
4232,19.410603
4233,19.42193
4234,19.426656
4235,19.444484
4236,19.445333
4237,19.451106
4238,19.45186
4239,19.45369
4240,19.454659
4241,19.456873
4242,19.45811
4243,19.458383
4244,19.458886
4245,19.462611
4246,19.46434
4247,19.467366
4248,19.495
4249,19.504126
4250,19.508351
4251,19.50937
4252,19.511596
4253,19.521328
4254,19.522323
4255,19.529705
4256,19.531599
4257,19.537599
4258,19.544881
4259,19.552009
4260,19.559406
4261,19.561229
4262,19.567583
4263,19.576083
4264,19.588487
4265,19.588499
4266,19.592589
4267,19.594867
4268,19.596966
4269,19.597109
4270,19.598411
4271,19.61637
4272,19.637916
4273,19.643851
4274,19.644345
4275,19.650595
4276,19.652097
4277,19.65497
4278,19.664097
4279,19.664112
4280,19.664878
4281,19.687642
4282,19.688924
4283,19.693369
4284,19.694337
4285,19.700694
4286,19.710896
4287,19.720982
4288,19.730209
4289,19.731234
4290,19.737861
4291,19.738336
4292,19.740967
4293,19.745369
4294,19.752357
4295,19.759974
4296,19.772429
4297,19.778826
4298,19.789502
4299,19.791603
4300,19.793847
4301,19.795172
4302,19.797231
4303,19.797572
4304,19.8116
4305,19.823407
4306,19.825607
4307,19.839355
4308,19.840677
4309,19.842853
4310,19.845464
4311,19.850012
4312,19.863629
4313,19.864492
4314,19.865892
4315,19.874362
4316,19.87486
4317,19.888694
4318,19.893094
4319,19.895196
4320,19.90849
4321,19.910578
4322,19.920724
4323,19.921194
4324,19.931583
4325,19.935602
4326,19.939196
4327,19.954474
4328,19.955007
4329,19.958009
4330,19.960708
4331,19.964734
4332,19.970983
4333,19.976354
4334,19.989105
4335,19.992736
4336,19.997182
4337,19.999014
4338,20.000257
4339,20.008096
4340,20.00876
4341,20.019085
4342,20.021338
4343,20.028919
4344,20.038695
4345,20.047015
4346,20.050443
4347,20.054167
4348,20.063601
4349,20.064695
4350,20.066092
4351,20.068646
4352,20.078223
4353,20.082273
4354,20.084478
4355,20.088706
4356,20.093359
4357,20.1001
4358,20.105015
4359,20.119637
4360,20.124868
4361,20.130462
4362,20.132333
4363,20.139689
4364,20.143374
4365,20.144635
4366,20.151
4367,20.155244
4368,20.160895
4369,20.168717
4370,20.179462
4371,20.181015
4372,20.189321
4373,20.192844
4374,20.197323
4375,20.197873
4376,20.200449
4377,20.204239
4378,20.204668
4379,20.212451
4380,20.219697
4381,20.224828
4382,20.23118
4383,20.239725
4384,20.251018
4385,20.264436
4386,20.264655
4387,20.265881
4388,20.271615
4389,20.275233
4390,20.279224
4391,20.289394
4392,20.292297
4393,20.316624
4394,20.319603
4395,20.324091
4396,20.324973
4397,20.330675
4398,20.331092
4399,20.332019
4400,20.3387
4401,20.339743
4402,20.366016
4403,20.368363
4404,20.370739
4405,20.373482
4406,20.375582
4407,20.388578
4408,20.394363
4409,20.396335
4410,20.399882
4411,20.418004
4412,20.419617
4413,20.422859
4414,20.425199
4415,20.426186
4416,20.433774
4417,20.439112
4418,20.450637
4419,20.458872
4420,20.464372
4421,20.466073
4422,20.466891
4423,20.472875
4424,20.485677
4425,20.488368
4426,20.49755
4427,20.503447
4428,20.509456
4429,20.518526
4430,20.519112
4431,20.521851
4432,20.5233
4433,20.525357
4434,20.525878
4435,20.529956
4436,20.533334
4437,20.544859
4438,20.549982
4439,20.568639
4440,20.569531
4441,20.572959
4442,20.573184
4443,20.575147
4444,20.583841
4445,20.593114
4446,20.596871
4447,20.599614
4448,20.603022
4449,20.604873
4450,20.606272
4451,20.610849
4452,20.611874
4453,20.615056
4454,20.621364
4455,20.623001
4456,20.641502
4457,20.6528
4458,20.658879
4459,20.664091
4460,20.664327
4461,20.666037
4462,20.667254
4463,20.668101
4464,20.671602
4465,20.673077
4466,20.686361
4467,20.691081
4468,20.693336
4469,20.69609
4470,20.702109
4471,20.703367
4472,20.722095
4473,20.72337
4474,20.728991
4475,20.730371
4476,20.733279
4477,20.742096
4478,20.751597
4479,20.760172
4480,20.760844
4481,20.77212
4482,20.773098
4483,20.773594
4484,20.77595
4485,20.794832
4486,20.797377
4487,20.7996
4488,20.803391
4489,20.805657
4490,20.805926
4491,20.822364
4492,20.82333
4493,20.82642
4494,20.827241
4495,20.844189
4496,20.844886
4497,20.862217
4498,20.865402
4499,20.865741
4500,20.866513
4501,20.867009
4502,20.872113
4503,20.873375
4504,20.873387
4505,20.877024
4506,20.878598
4507,20.902852
4508,20.904094
4509,20.9221
4510,20.923348
4511,20.929232
4512,20.929533
4513,20.929547
4514,20.932067
4515,20.933891
4516,20.939708
4517,20.948104
4518,20.970962
4519,20.973232
4520,20.973605
4521,20.979861
4522,20.982609
4523,20.987185
4524,20.987332
4525,20.990013
4526,20.990716
4527,20.99073
4528,20.998587
4529,20.999187
4530,21.002693
4531,21.023697
4532,21.024743
4533,21.03635
4534,21.039601
4535,21.039626
4536,21.059297
4537,21.060631
4538,21.06168
4539,21.065949
4540,21.071913
4541,21.0732
4542,21.0771
4543,21.083124
4544,21.083727
4545,21.087126
4546,21.089352
4547,21.106705
4548,21.122785
4549,21.127726
4550,21.132186
4551,21.13317
4552,21.134697
4553,21.13536
4554,21.137801
4555,21.148965
4556,21.15654
4557,21.156966
4558,21.160717
4559,21.161373
4560,21.172368
4561,21.18201
4562,21.185886
4563,21.187704
4564,21.190271
4565,21.190286
4566,21.198979
4567,21.206855
4568,21.21821
4569,21.223106
4570,21.231887
4571,21.234792
4572,21.238661
4573,21.247969
4574,21.252506
4575,21.253455
4576,21.257865
4577,21.268088
4578,21.268584
4579,21.270616
4580,21.272673
4581,21.27291
4582,21.292646
4583,21.294139
4584,21.297864
4585,21.319244
4586,21.321875
4587,21.323095
4588,21.32495
4589,21.331971
4590,21.334177
4591,21.337279
4592,21.339396
4593,21.343522
4594,21.352998
4595,21.359471
4596,21.366614
4597,21.374037
4598,21.374064
4599,21.374176
4600,21.374429
4601,21.388072
4602,21.389081
4603,21.39844
4604,21.418469
4605,21.42372
4606,21.425338
4607,21.431199
4608,21.43409
4609,21.439056
4610,21.439079
4611,21.449875
4612,21.454499
4613,21.4592
4614,21.470754
4615,21.471467
4616,21.472771
4617,21.473321
4618,21.483006
4619,21.486733
4620,21.487449
4621,21.491023
4622,21.500577
4623,21.503324
4624,21.510579
4625,21.514958
4626,21.51661
4627,21.524131
4628,21.524683
4629,21.535213
4630,21.539357
4631,21.554213
4632,21.554608
4633,21.573193
4634,21.573862
4635,21.580721
4636,21.58234
4637,21.585224
4638,21.586493
4639,21.587842
4640,21.593598
4641,21.599223
4642,21.616104
4643,21.619097
4644,21.623609
4645,21.624072
4646,21.625098
4647,21.632608
4648,21.638525
4649,21.643351
4650,21.653955
4651,21.655153
4652,21.666615
4653,21.673622
4654,21.675112
4655,21.681618
4656,21.682368
4657,21.689135
4658,21.693095
4659,21.700223
4660,21.700236
4661,21.701237
4662,21.71543
4663,21.723505
4664,21.723866
4665,21.728601
4666,21.733851
4667,21.739645
4668,21.743032
4669,21.744127
4670,21.749003
4671,21.754371
4672,21.754797
4673,21.771937
4674,21.773633
4675,21.781363
4676,21.781884
4677,21.782602
4678,21.785135
4679,21.786601
4680,21.789604
4681,21.793854
4682,21.794512
4683,21.80113
4684,21.804019
4685,21.812922
4686,21.815966
4687,21.821872
4688,21.823869
4689,21.823895
4690,21.825915
4691,21.834623
4692,21.83787
4693,21.83914
4694,21.8426
4695,21.849588
4696,21.85087
4697,21.853863
4698,21.854321
4699,21.862349
4700,21.866884
4701,21.868549
4702,21.87387
4703,21.877878
4704,21.878367
4705,21.880759
4706,21.885853
4707,21.887692
4708,21.889353
4709,21.889871
4710,21.895873
4711,21.897857
4712,21.903605
4713,21.915606
4714,21.923351
4715,21.924323
4716,21.927677
4717,21.936061
4718,21.938228
4719,21.938855
4720,21.939578
4721,21.942637
4722,21.945103
4723,21.945576
4724,21.95086
4725,21.953906
4726,21.957331
4727,21.977119
4728,21.977634
4729,21.984377
4730,21.985837
4731,21.986236
4732,21.989345
4733,21.990621
4734,21.992852
4735,22.00035
4736,22.001849
4737,22.004616
4738,22.005373
4739,22.016234
4740,22.023445
4741,22.037722
4742,22.040149
4743,22.040822
4744,22.042523
4745,22.049425
4746,22.052858
4747,22.056224
4748,22.066652
4749,22.072087
4750,22.073879
4751,22.082204
4752,22.082505
4753,22.091362
4754,22.102233
4755,22.10701
4756,22.107631
4757,22.115616
4758,22.116243
4759,22.121092
4760,22.122961
4761,22.134351
4762,22.134376
4763,22.140821
4764,22.148175
4765,22.150948
4766,22.151743
4767,22.153695
4768,22.172457
4769,22.173254
4770,22.175502
4771,22.181203
4772,22.18263
4773,22.191323
4774,22.19659
4775,22.202037
4776,22.217089
4777,22.219184
4778,22.221315
4779,22.223486
4780,22.233956
4781,22.234933
4782,22.241275
4783,22.245865
4784,22.249084
4785,22.25701
4786,22.263454
4787,22.268596
4788,22.27496
4789,22.280891
4790,22.297077
4791,22.297951
4792,22.2996
4793,22.300955
4794,22.306313
4795,22.311853
4796,22.316352
4797,22.321655
4798,22.324697
4799,22.331206
4800,22.334876
4801,22.343887
4802,22.345602
4803,22.349202
4804,22.356458
4805,22.357604
4806,22.364513
4807,22.372874
4808,22.375107
4809,22.378873
4810,22.380875
4811,22.384449
4812,22.390591
4813,22.398418
4814,22.398992
4815,22.400246
4816,22.405315
4817,22.406088
4818,22.416221
4819,22.421266
4820,22.424566
4821,22.42645
4822,22.434357
4823,22.450808
4824,22.452004
4825,22.452978
4826,22.457208
4827,22.464263
4828,22.466742
4829,22.475013
4830,22.478602
4831,22.481934
4832,22.484092
4833,22.488686
4834,22.502245
4835,22.504963
4836,22.507238
4837,22.509369
4838,22.511371
4839,22.519365
4840,22.521962
4841,22.524601
4842,22.533345
4843,22.53497
4844,22.557342
4845,22.55894
4846,22.574651
4847,22.581846
4848,22.584177
4849,22.587378
4850,22.592859
4851,22.600699
4852,22.602032
4853,22.60536
4854,22.608113
4855,22.610139
4856,22.624036
4857,22.626233
4858,22.633705
4859,22.634328
4860,22.635113
4861,22.635336
4862,22.643372
4863,22.659983
4864,22.660358
4865,22.669712
4866,22.68435
4867,22.687626
4868,22.692759
4869,22.70048
4870,22.704899
4871,22.707657
4872,22.708441
4873,22.717208
4874,22.719484
4875,22.730451
4876,22.737622
4877,22.741086
4878,22.741596
4879,22.751982
4880,22.764892
4881,22.766863
4882,22.773739
4883,22.782955
4884,22.788237
4885,22.791489
4886,22.792756
4887,22.799736
4888,22.805264
4889,22.807085
4890,22.814563
4891,22.815064
4892,22.819353
4893,22.823798
4894,22.829095
4895,22.835342
4896,22.837949
4897,22.841702
4898,22.841716
4899,22.848671
4900,22.850226
4901,22.855576
4902,22.868228
4903,22.870983
4904,22.878206
4905,22.883631
4906,22.887581
4907,22.88947
4908,22.890974
4909,22.891783
4910,22.912195
4911,22.912888
4912,22.913152
4913,22.917587
4914,22.925794
4915,22.933618
4916,22.936118
4917,22.939107
4918,22.941116
4919,22.953003
4920,22.970118
4921,22.973596
4922,22.974939
4923,22.980502
4924,22.983529
4925,22.9851
4926,22.988506
4927,22.991001
4928,23.001654
4929,23.009352
4930,23.016472
4931,23.016731
4932,23.025163
4933,23.025303
4934,23.034217
4935,23.038234
4936,23.041386
4937,23.044568
4938,23.054375
4939,23.055677
4940,23.057636
4941,23.05836
4942,23.06277
4943,23.068538
4944,23.087207
4945,23.088268
4946,23.090183
4947,23.091769
4948,23.096608
4949,23.107971
4950,23.108598
4951,23.108611
4952,23.111879
4953,23.117248
4954,23.119706
4955,23.122848
4956,23.132631
4957,23.135884
4958,23.138673
4959,23.141882
4960,23.142376
4961,23.143119
4962,23.151395
4963,23.153511
4964,23.170862
4965,23.180605
4966,23.180632
4967,23.184094
4968,23.18412
4969,23.188106
4970,23.190959
4971,23.191352
4972,23.196335
4973,23.196358
4974,23.201855
4975,23.212339
4976,23.217207
4977,23.218535
4978,23.229211
4979,23.232468
4980,23.238465
4981,23.238878
4982,23.241139
4983,23.241421
4984,23.241568
4985,23.250345
4986,23.251465
4987,23.262599
4988,23.269374
4989,23.291245
4990,23.292467
4991,23.293095
4992,23.293495
4993,23.294348
4994,23.295099
4995,23.312614
4996,23.31285
4997,23.319219
4998,23.322406
4999,23.324351
5000,23.325575
5001,23.335855
5002,23.340434
5003,23.34088
5004,23.341028
5005,23.34431
5006,23.351606
5007,23.353556
5008,23.363132
5009,23.376497
5010,23.383667
5011,23.391812
5012,23.394093
5013,23.403247
5014,23.406195
5015,23.412348
5016,23.41787
5017,23.420476
5018,23.421345
5019,23.42172
5020,23.425444
5021,23.435346
5022,23.441728
5023,23.4551
5024,23.457098
5025,23.4587
5026,23.466109
5027,23.468362
5028,23.474081
5029,23.484338
5030,23.484855
5031,23.49214
5032,23.506109
5033,23.509417
5034,23.513226
5035,23.513995
5036,23.515686
5037,23.51597
5038,23.517074
5039,23.534498
5040,23.535247
5041,23.541656
5042,23.550534
5043,23.558874
5044,23.580806
5045,23.581974
5046,23.583697
5047,23.584323
5048,23.588106
5049,23.59135
5050,23.59498
5051,23.60161
5052,23.606603
5053,23.609359
5054,23.61106
5055,23.617535
5056,23.630583
5057,23.64176
5058,23.650985
5059,23.652837
5060,23.655493
5061,23.657637
5062,23.659087
5063,23.668371
5064,23.678872
5065,23.681724
5066,23.6901
5067,23.692566
5068,23.696092
5069,23.70675
5070,23.716301
5071,23.718102
5072,23.718117
5073,23.723352
5074,23.723385
5075,23.735176
5076,23.7407
5077,23.742251
5078,23.754457
5079,23.773858
5080,23.775707
5081,23.783836
5082,23.784235
5083,23.791584
5084,23.793335
5085,23.801954
5086,23.804103
5087,23.806128
5088,23.808799
5089,23.817714
5090,23.8184
5091,23.820974
5092,23.8221
5093,23.822875
5094,23.823836
5095,23.825151
5096,23.825549
5097,23.837861
5098,23.842235
5099,23.842369
5100,23.844101
5101,23.847928
5102,23.850634
5103,23.851421
5104,23.85568
5105,23.856853
5106,23.861119
5107,23.877596
5108,23.880291
5109,23.88536
5110,23.892542
5111,23.893353
5112,23.90424
5113,23.906631
5114,23.90834
5115,23.912046
5116,23.912606
5117,23.917134
5118,23.91734
5119,23.918606
5120,23.922125
5121,23.922149
5122,23.923006
5123,23.929873
5124,23.936867
5125,23.940868
5126,23.944628
5127,23.945846
5128,23.954678
5129,23.959599
5130,23.967099
5131,23.968218
5132,23.968342
5133,23.969317
5134,23.970991
5135,23.980376
5136,23.980718
5137,23.981094
5138,23.984126
5139,23.987604
5140,23.991327
5141,23.99247
5142,23.992645
5143,24.002603
5144,24.00735
5145,24.009388
5146,24.010635
5147,24.011384
5148,24.02094
5149,24.026854
5150,24.036121
5151,24.043094
5152,24.043604
5153,24.050588
5154,24.055259
5155,24.057634
5156,24.059691
5157,24.065501
5158,24.07612
5159,24.082094
5160,24.082838
5161,24.091614
5162,24.092439
5163,24.099372
5164,24.102868
5165,24.109768
5166,24.109782
5167,24.110515
5168,24.111868
5169,24.118344
5170,24.120827
5171,24.122144
5172,24.143262
5173,24.148208
5174,24.159888
5175,24.160634
5176,24.1625
5177,24.166892
5178,24.170342
5179,24.182867
5180,24.184616
5181,24.18463
5182,24.191269
5183,24.191734
5184,24.207941
5185,24.209609
5186,24.213601
5187,24.214119
5188,24.219611
5189,24.22092
5190,24.22737
5191,24.231398
5192,24.236523
5193,24.24235
5194,24.247716
5195,24.252732
5196,24.260469
5197,24.260593
5198,24.266845
5199,24.268096
5200,24.281354
5201,24.290599
5202,24.29215
5203,24.309689
5204,24.314603
5205,24.315113
5206,24.315601
5207,24.317418
5208,24.319585
5209,24.322331
5210,24.332097
5211,24.336004
5212,24.342133
5213,24.348648
5214,24.360273
5215,24.363736
5216,24.365888
5217,24.374219
5218,24.381399
5219,24.383721
5220,24.387117
5221,24.390872
5222,24.391918
5223,24.394147
5224,24.40243
5225,24.411005
5226,24.415355
5227,24.420915
5228,24.431325
5229,24.442601
5230,24.443575
5231,24.447855
5232,24.450107
5233,24.451041
5234,24.451055
5235,24.453829
5236,24.46959
5237,24.472874
5238,24.474561
5239,24.474574
5240,24.474685
5241,24.476008
5242,24.481584
5243,24.482456
5244,24.485979
5245,24.49359
5246,24.498337
5247,24.521108
5248,24.521135
5249,24.526362
5250,24.527343
5251,24.531374
5252,24.536109
5253,24.536428
5254,24.55135
5255,24.553358
5256,24.559096
5257,24.560732
5258,24.564112
5259,24.576573
5260,24.576975
5261,24.58055
5262,24.581977
5263,24.601964
5264,24.60233
5265,24.602348
5266,24.613945
5267,24.620364
5268,24.627517
5269,24.627533
5270,24.630775
5271,24.632236
5272,24.643646
5273,24.649854
5274,24.658991
5275,24.659874
5276,24.665882
5277,24.668977
5278,24.676976
5279,24.677342
5280,24.68157
5281,24.70688
5282,24.717115
5283,24.726986
5284,24.727163
5285,24.731928
5286,24.732387
5287,24.733003
5288,24.735721
5289,24.738337
5290,24.740888
5291,24.741105
5292,24.759104
5293,24.762988
5294,24.764895
5295,24.774157
5296,24.776946
5297,24.781597
5298,24.787614
5299,24.792149
5300,24.801997
5301,24.802138
5302,24.816343
5303,24.8241
5304,24.825856
5305,24.831856
5306,24.836346
5307,24.838879
5308,24.840323
5309,24.847625
5310,24.848151
5311,24.8546
5312,24.86088
5313,24.863608
5314,24.865152
5315,24.866934
5316,24.868627
5317,24.874243
5318,24.876355
5319,24.881774
5320,24.903865
5321,24.907887
5322,24.914119
5323,24.916019
5324,24.916858
5325,24.920411
5326,24.924036
5327,24.927442
5328,24.928246
5329,24.928837
5330,24.932373
5331,24.935853
5332,24.936122
5333,24.936615
5334,24.957667
5335,24.958996
5336,24.961127
5337,24.965908
5338,24.970603
5339,24.977969
5340,24.980949
5341,24.988386
5342,24.990852
5343,24.999958
5344,25.00204
5345,25.008169
5346,25.009877
5347,25.016368
5348,25.024096
5349,25.036248
5350,25.037116
5351,25.037263
5352,25.047712
5353,25.057877
5354,25.060595
5355,25.065894
5356,25.06912
5357,25.079646
5358,25.108004
5359,25.109595
5360,25.110151
5361,25.115662
5362,25.12408
5363,25.130719
5364,25.135993
5365,25.136223
5366,25.148758
5367,25.157636
5368,25.160154
5369,25.16608
